 Iteration,Theta,Accuracy (cm),Time (sec),Performance,XTrunkComp (cm),YTrunkComp (cm),ZTrunkComp (cm),XShoulerComp (cm),YShoulerComp (cm),ZShoulerComp (cm),FilterOut,du_hat,ddu_hat
 28.00,1.55,0.24,3.11,2.65,0.56,-0.61,0.00,2.23,0.17,0.36,-0.88,4.37,-108.38
 29.00,1.55,0.34,2.90,1.64,-0.42,0.19,0.00,1.76,0.10,0.28,-1.12,-0.43,80.90
 30.00,1.51,0.27,3.48,2.74,0.70,-0.23,0.01,2.23,0.17,0.26,-0.40,-3.19,49.95
 31.00,1.45,0.30,2.78,1.45,-0.09,0.52,0.00,1.70,0.10,0.29,0.57,-4.75,41.34
 32.00,1.41,0.34,3.07,1.94,0.23,-0.28,0.00,1.96,0.13,0.13,0.87,-7.61,82.80
 33.00,1.41,0.39,3.15,16.85,4.21,-3.61,0.21,3.99,0.54,0.46,0.31,-7.57,17.88
 34.00,1.46,0.24,2.18,7.18,0.98,-1.41,0.01,3.66,0.45,-0.03,0.77,-7.01,42.97
 35.00,1.52,0.23,2.65,2.99,-0.09,0.05,0.00,2.44,0.20,0.15,0.90,1.96,262.63
 36.00,1.56,0.36,2.96,5.61,1.41,-1.03,0.02,3.04,0.31,0.41,-0.86,2.63,173.95
 37.00,1.56,0.30,2.53,2.05,-0.94,0.61,0.01,1.80,0.11,0.41,-1.72,-1.48,309.18
 38.00,1.52,0.27,4.97,16.34,3.98,-0.66,0.18,4.10,0.57,0.79,-1.02,-0.27,243.37
 39.00,1.46,0.32,4.10,5.31,-2.81,2.25,0.09,1.65,0.09,0.79,1.29,0.45,24.61
 40.00,1.42,0.29,3.29,3.27,-0.28,-0.23,0.00,2.54,0.22,0.34,2.38,-14.11,285.65
 41.00,1.43,0.44,2.91,21.21,5.24,-3.42,0.32,3.87,0.51,0.56,0.20,-15.36,126.33
 42.00,1.47,0.46,2.68,10.07,1.31,-1.88,0.02,4.29,0.63,0.52,-0.56,-17.51,347.36
 43.00,1.53,0.37,2.66,4.01,-0.80,-0.84,0.01,2.72,0.25,0.77,-0.19,-10.48,445.08
 44.00,1.57,0.37,2.59,3.98,0.70,-0.42,0.01,2.73,0.25,0.69,-1.05,-8.69,312.31
 45.00,1.57,0.32,2.45,5.88,0.89,-2.02,0.01,3.31,0.37,0.56,-1.34,-8.49,341.87
 46.00,1.53,0.21,2.68,5.64,0.09,-0.75,0.00,3.36,0.38,0.38,-0.27,-4.48,271.90
 47.00,1.47,0.21,2.75,5.17,0.56,0.23,0.00,3.17,0.34,0.75,1.00,-4.17,121.32
 48.00,1.43,0.20,2.37,8.06,0.89,-1.08,0.01,3.91,0.52,0.31,1.15,-10.95,193.47
 49.00,1.43,0.27,3.45,5.62,0.42,0.09,0.00,3.33,0.37,0.87,0.47,-10.48,56.18
 50.00,1.48,0.37,2.60,4.31,0.94,0.52,0.01,2.78,0.26,0.36,-0.48,-8.87,40.20
 51.00,1.55,0.19,3.08,3.21,-0.23,-0.38,0.00,2.52,0.21,0.49,-1.15,-10.12,-56.51
 52.00,1.60,0.35,4.53,10.31,2.81,-1.27,0.09,3.57,0.43,0.82,-0.91,-11.47,-120.57
 53.00,1.60,0.24,2.53,11.60,2.16,-0.28,0.05,4.31,0.63,0.98,0.56,-9.44,-52.29
 54.00,1.57,0.27,2.79,14.42,1.31,-1.41,0.02,5.21,0.93,0.56,1.97,-9.57,-185.83
 55.00,1.52,0.39,2.89,6.12,0.98,-0.84,0.01,3.36,0.38,0.46,1.77,-14.50,47.98
 56.00,1.48,0.22,2.77,5.56,0.94,0.38,0.01,3.20,0.35,0.62,-0.36,-13.23,43.79
 57.00,1.48,0.36,3.73,78.96,12.12,-4.26,1.74,3.31,0.37,0.92,-2.54,-6.02,205.35
 58.00,1.53,0.14,2.72,6.57,-0.94,0.75,0.01,3.50,0.41,0.18,3.53,-7.07,347.33
 59.00,1.59,0.39,3.25,26.90,5.89,0.42,0.41,4.37,0.65,0.95,5.66,41.02,1470.62
 60.00,1.63,0.36,2.93,26.61,6.54,0.75,0.50,3.23,0.35,1.65,-1.53,36.63,802.42
 61.00,1.63,0.31,3.07,3.97,1.22,3.23,0.02,2.54,0.22,0.96,-4.70,18.34,917.46
 62.00,1.59,0.34,3.84,4.07,0.56,1.45,0.00,2.80,0.26,0.56,-5.08,15.25,470.08
 63.00,1.51,0.35,2.68,5.38,-0.09,0.94,0.00,3.28,0.36,0.47,-2.75,28.48,-697.40
 64.00,1.46,0.34,4.31,18.30,5.24,-1.59,0.32,3.02,0.31,0.29,1.72,7.04,-421.99
 65.00,1.46,0.27,2.98,2.44,0.19,-0.42,0.00,2.20,0.16,0.26,5.11,-4.14,-424.45
 66.00,1.51,0.23,2.69,3.44,-0.42,-0.75,0.00,2.59,0.23,0.31,3.30,-0.48,-682.90
 67.00,1.57,0.32,2.64,1.33,-0.38,0.52,0.00,1.58,0.08,0.46,-2.26,-4.84,-421.48
 68.00,1.63,0.27,2.63,2.58,0.56,-0.09,0.00,2.20,0.16,0.59,-5.07,-27.09,-716.03
 69.00,1.65,0.33,2.35,2.42,1.17,-0.89,0.02,1.86,0.12,0.88,-3.10,-32.49,-212.87
 70.00,1.63,0.35,2.35,2.17,-0.56,0.09,0.00,2.01,0.13,0.49,1.34,-30.54,-219.38
 71.00,1.59,0.32,2.39,4.99,1.41,-0.61,0.02,2.83,0.27,0.54,3.89,-41.17,178.23
 72.00,1.58,0.38,6.16,4.85,2.30,-0.05,0.06,2.10,0.15,0.46,2.86,-42.93,258.00
 73.00,1.60,0.42,2.85,7.40,2.30,-1.59,0.06,3.09,0.32,0.20,-0.28,-35.18,72.90
 74.00,1.66,0.46,3.10,3.69,1.22,0.61,0.02,2.43,0.20,0.41,-2.50,-29.49,181.79
 75.00,1.74,0.30,2.12,5.02,-1.36,-1.08,0.02,2.86,0.28,0.20,-2.29,-27.34,-15.38
 76.00,1.79,0.42,3.61,4.72,-1.08,0.47,0.01,2.88,0.28,0.43,-0.31,-22.18,-46.80
 77.00,1.80,0.28,2.58,6.13,0.00,-1.31,0.00,3.50,0.41,0.08,1.71,-13.83,-77.86
 78.00,1.77,0.40,3.22,4.91,1.31,0.19,0.02,2.85,0.27,0.57,2.01,-10.42,-176.60
 79.00,1.71,0.24,2.97,7.20,2.25,-1.69,0.06,3.05,0.31,0.93,0.53,-8.21,-47.93
 80.00,1.67,0.34,2.70,4.55,1.41,-1.13,0.02,2.67,0.24,0.41,-1.10,-1.85,-96.19
